# t theta omega l v E_kin E_pot E_elastic E_tot
3.00000 0.13082 0.01481 2.82711 0.37703 0.07195 0.23698 16.69166 17.00059
3.01000 0.13095 0.01026 2.83045 0.29141 0.04288 0.23771 16.75279 17.03338
3.02000 0.13103 0.00572 2.83294 0.20549 0.02124 0.23821 16.79830 17.05776
3.03000 0.13106 0.00119 2.83456 0.11937 0.00713 0.23847 16.82809 17.07369
3.04000 0.13105 -0.00333 2.83532 0.03313 0.00059 0.23850 16.84208 17.08117
3.05000 0.13099 -0.00785 2.83522 -0.05315 0.00166 0.23829 16.84024 17.08019
3.06000 0.13089 -0.01238 2.83426 -0.13937 0.01033 0.23784 16.82258 17.07075
3.07000 0.13075 -0.01691 2.83244 -0.22544 0.02656 0.23716 16.78914 17.05285
3.08000 0.13055 -0.02147 2.82975 -0.31128 0.05029 0.23624 16.73999 17.02652
3.09000 0.13032 -0.02604 2.82621 -0.39681 0.08143 0.23508 16.67527 16.99179
3.10000 0.13003 -0.03063 2.82182 -0.48192 0.11986 0.23370 16.59512 16.94868
3.11000 0.12970 -0.03526 2.81658 -0.56654 0.16542 0.23209 16.49974 16.89725
3.12000 0.12933 -0.03993 2.81049 -0.65059 0.21793 0.23025 16.38937 16.83755
3.13000 0.12890 -0.04464 2.80357 -0.73396 0.27718 0.22818 16.26426 16.76963
3.14000 0.12843 -0.04940 2.79581 -0.81659 0.34294 0.22590 16.12473 16.69357
3.15000 0.12792 -0.05421 2.78724 -0.89838 0.41495 0.22339 15.97109 16.60944
3.16000 0.12735 -0.05908 2.77785 -0.97925 0.49293 0.22068 15.80373 16.51734
3.17000 0.12673 -0.06401 2.76766 -1.05911 0.57655 0.21775 15.62304 16.41735
3.18000 0.12607 -0.06902 2.75667 -1.13790 0.66550 0.21462 15.42945 16.30957
3.19000 0.12535 -0.07410 2.74490 -1.21552 0.75943 0.21129 15.22342 16.19413
3.20000 0.12459 -0.07927 2.73236 -1.29189 0.85795 0.20776 15.00542 16.07113
3.21000 0.12377 -0.08453 2.71907 -1.36694 0.96067 0.20404 14.77599 15.94070
3.22000 0.12290 -0.08988 2.70503 -1.44059 1.06720 0.20014 14.53563 15.80298
3.23000 0.12197 -0.09533 2.69026 -1.51276 1.17712 0.19607 14.28492 15.65811
3.24000 0.12099 -0.10090 2.67478 -1.58339 1.28997 0.19182 14.02444 15.50623
3.25000 0.11995 -0.10658 2.65860 -1.65239 1.40533 0.18741 13.75476 15.34750
3.26000 0.11886 -0.11238 2.64174 -1.71969 1.52273 0.18284 13.47651 15.18209
3.27000 0.11770 -0.11831 2.62421 -1.78523 1.64172 0.17812 13.19032 15.01016
3.28000 0.11649 -0.12438 2.60604 -1.84893 1.76181 0.17326 12.89681 14.83188
3.29000 0.11522 -0.13060 2.58724 -1.91074 1.88254 0.16827 12.59664 14.64746
3.30000 0.11388 -0.13696 2.56783 -1.97058 2.00343 0.16316 12.29047 14.45706
3.31000 0.11248 -0.14349 2.54783 -2.02839 2.12400 0.15793 11.97896 14.26090
3.32000 0.11101 -0.15018 2.52727 -2.08411 2.24379 0.15260 11.66277 14.05916
3.33000 0.10947 -0.15704 2.50616 -2.13769 2.36231 0.14717 11.34258 13.85206
3.34000 0.10787 -0.16409 2.48452 -2.18907 2.47911 0.14166 11.01905 13.63982
3.35000 0.10619 -0.17133 2.46239 -2.23818 2.59372 0.13607 10.69286 13.42264
3.36000 0.10444 -0.17877 2.43977 -2.28498 2.70569 0.13041 10.36466 13.20076
3.37000 0.10261 -0.18641 2.41669 -2.32943 2.81459 0.12471 10.03511 12.97441
3.38000 0.10071 -0.19427 2.39319 -2.37146 2.91999 0.11896 9.70485 12.74381
3.39000 0.09873 -0.20236 2.36927 -2.41104 3.02148 0.11318 9.37454 12.50921
3.40000 0.09666 -0.21068 2.34497 -2.44812 3.11867 0.10739 9.04479 12.27084
3.41000 0.09451 -0.21923 2.32032 -2.48265 3.21117 0.10159 8.71621 12.02897
3.42000 0.09228 -0.22804 2.29533 -2.51461 3.29863 0.09580 8.38940 11.78383
3.43000 0.08995 -0.23711 2.27004 -2.54396 3.38071 0.09003 8.06495 11.53569
3.44000 0.08753 -0.24644 2.24446 -2.57065 3.45709 0.08430 7.74341 11.28479
3.45000 0.08502 -0.25604 2.21863 -2.59466 3.52748 0.07862 7.42531 11.03141
3.46000 0.08241 -0.26593 2.19258 -2.61597 3.59162 0.07300 7.11119 10.77581
3.47000 0.07970 -0.27610 2.16632 -2.63453 3.64926 0.06746 6.80153 10.51825
3.48000 0.07689 -0.28657 2.13989 -2.65034 3.70019 0.06202 6.49680 10.25900
3.49000 0.07397 -0.29734 2.11332 -2.66337 3.74421 0.05669 6.19745 9.99834
3.50000 0.07094 -0.30842 2.08664 -2.67360 3.78116 0.05149 5.90389 9.73654
3.51000 0.06780 -0.31982 2.05986 -2.68102 3.81092 0.04643 5.61653 9.47388
3.52000 0.06454 -0.33153 2.03303 -2.68561 3.83338 0.04153 5.33571 9.21062
3.53000 0.06117 -0.34356 2.00616 -2.68736 3.84847 0.03681 5.06177 8.94705
3.54000 0.05767 -0.35592 1.97929 -2.68627 3.85615 0.03228 4.79502 8.68345
3.55000 0.05405 -0.36860 1.95244 -2.68233 3.85640 0.02797 4.53573 8.42010
3.56000 0.05030 -0.38160 1.92565 -2.67554 3.84924 0.02389 4.28415 8.15727
3.57000 0.04642 -0.39493 1.89894 -2.66590 3.83471 0.02006 4.04048 7.89525
3.58000 0.04240 -0.40857 1.87234 -2.65342 3.81291 0.01651 3.80490 7.63432
3.59000 0.03824 -0.42253 1.84588 -2.63810 3.78392 0.01324 3.57758 7.37474
3.60000 0.03395 -0.43678 1.81959 -2.61995 3.74789 0.01028 3.35864 7.11681
3.61000 0.02951 -0.45134 1.79349 -2.59899 3.70499 0.00766 3.14815 6.86080
3.62000 0.02492 -0.46617 1.76762 -2.57523 3.65540 0.00538 2.94620 6.60698
3.63000 0.02018 -0.48126 1.74200 -2.54870 3.59935 0.00348 2.75280 6.35563
3.64000 0.01529 -0.49660 1.71665 -2.51941 3.53708 0.00197 2.56797 6.10702
3.65000 0.01025 -0.51216 1.69162 -2.48739 3.46886 0.00087 2.39168 5.86141
3.66000 0.00505 -0.52790 1.66692 -2.45268 3.39499 0.00021 2.22388 5.61908
3.67000 -0.00031 -0.54381 1.64257 -2.41530 3.31578 0.00000 2.06450 5.38029
3.68000 -0.00583 -0.55984 1.61862 -2.37529 3.23157 0.00027 1.91344 5.14529
3.69000 -0.01151 -0.57595 1.59508 -2.33270 3.14272 0.00104 1.77058 4.91434
3.70000 -0.01735 -0.59210 1.57197 -2.28755 3.04961 0.00232 1.63577 4.68769
3.71000 -0.02335 -0.60823 1.54933 -2.23991 2.95262 0.00414 1.50884 4.46560
3.72000 -0.02951 -0.62430 1.52718 -2.18983 2.85217 0.00652 1.38961 4.24830
3.73000 -0.03583 -0.64023 1.50554 -2.13735 2.74868 0.00948 1.27788 4.03604
3.74000 -0.04231 -0.65596 1.48444 -2.08254 2.64257 0.01303 1.17343 3.82903
3.75000 -0.04895 -0.67142 1.46390 -2.02546 2.53429 0.01720 1.07602 3.62752
3.76000 -0.05574 -0.68653 1.44394 -1.96618 2.42429 0.02200 0.98542 3.43171
3.77000 -0.06268 -0.70122 1.42459 -1.90477 2.31301 0.02744 0.90136 3.24182
3.78000 -0.06976 -0.71538 1.40585 -1.84130 2.20093 0.03355 0.82358 3.05806
3.79000 -0.07699 -0.72894 1.38777 -1.77585 2.08849 0.04032 0.75181 2.88062
3.80000 -0.08434 -0.74179 1.37034 -1.70851 1.97615 0.04778 0.68577 2.70970
3.81000 -0.09182 -0.75383 1.35360 -1.63937 1.86436 0.05594 0.62517 2.54547
3.82000 -0.09941 -0.76498 1.33756 -1.56851 1.75359 0.06479 0.56974 2.38811
3.83000 -0.10712 -0.77513 1.32224 -1.49603 1.64426 0.07434 0.51918 2.23778
3.84000 -0.11491 -0.78416 1.30765 -1.42202 1.53681 0.08460 0.47323 2.09464
3.85000 -0.12279 -0.79200 1.29380 -1.34660 1.43166 0.09557 0.43160 1.95883
3.86000 -0.13075 -0.79853 1.28072 -1.26987 1.32923 0.10724 0.39401 1.83048
3.87000 -0.13876 -0.80367 1.26841 -1.19192 1.22991 0.11960 0.36021 1.70972
3.88000 -0.14682 -0.80731 1.25688 -1.11289 1.13407 0.13265 0.32994 1.59666
3.89000 -0.15490 -0.80940 1.24615 -1.03287 1.04208 0.14637 0.30296 1.49140
3.90000 -0.16300 -0.80983 1.23623 -0.95198 0.95427 0.16075 0.27902 1.39404
3.91000 -0.17109 -0.80857 1.22712 -0.87034 0.87098 0.17576 0.25791 1.30465
3.92000 -0.17916 -0.80554 1.21882 -0.78806 0.79249 0.19139 0.23942 1.22330
3.93000 -0.18720 -0.80070 1.21136 -0.70526 0.71908 0.20761 0.22336 1.15005
3.94000 -0.19517 -0.79403 1.20472 -0.62206 0.65101 0.22438 0.20955 1.08494
3.95000 -0.20307 -0.78551 1.19892 -0.53858 0.58849 0.24168 0.19784 1.02801
3.96000 -0.21088 -0.77514 1.19395 -0.45492 0.53174 0.25946 0.18808 0.97928
3.97000 -0.21857 -0.76294 1.18982 -0.37120 0.48091 0.27769 0.18015 0.93876
3.98000 -0.22613 -0.74892 1.18652 -0.28754 0.43616 0.29633 0.17396 0.90645
3.99000 -0.23354 -0.73314 1.18407 -0.20403 0.39760 0.31533 0.16940 0.88234
4.00000 -0.24079 -0.71565 1.18244 -0.12078 0.36533 0.33465 0.16643 0.86641
4.01000 -0.24785 -0.69652 1.18165 -0.03790 0.33942 0.35422 0.16498 0.85863
4.02000 -0.25471 -0.67584 1.18168 0.04453 0.31990 0.37402 0.16504 0.85896
4.03000 -0.26136 -0.65370 1.18254 0.12640 0.30677 0.39397 0.16660 0.86734
4.04000 -0.26778 -0.63021 1.18421 0.20763 0.30004 0.41403 0.16967 0.88373
4.05000 -0.27396 -0.60548 1.18669 0.28814 0.29965 0.43415 0.17426 0.90806
4.06000 -0.27989 -0.57964 1.18997 0.36785 0.30554 0.45426 0.18044 0.94024
4.07000 -0.28555 -0.55281 1.19404 0.44669 0.31762 0.47432 0.18826 0.98020
4.08000 -0.29094 -0.52513 1.19890 0.52458 0.33577 0.49427 0.19781 1.02785
4.09000 -0.29605 -0.49672 1.20453 0.60145 0.35987 0.51406 0.20917 1.08309
4.10000 -0.30087 -0.46773 1.21093 0.67726 0.38974 0.53364 0.22245 1.14582
4.11000 -0.30540 -0.43829 1.21807 0.75193 0.42521 0.55295 0.23778 1.21593
4.12000 -0.30964 -0.40852 1.22596 0.82543 0.46608 0.57194 0.25529 1.29331
4.13000 -0.31357 -0.37856 1.23458 0.89769 0.51213 0.59057 0.27513 1.37784
4.14000 -0.31721 -0.34853 1.24391 0.96867 0.56314 0.60880 0.29746 1.46940
4.15000 -0.32054 -0.31854 1.25395 1.03832 0.61883 0.62657 0.32244 1.56785
4.16000 -0.32358 -0.28871 1.26467 1.10662 0.67896 0.64386 0.35026 1.67307
4.17000 -0.32632 -0.25914 1.27607 1.17350 0.74323 0.66061 0.38108 1.78492
4.18000 -0.32876 -0.22993 1.28814 1.23895 0.81136 0.67679 0.41512 1.90326
4.19000 -0.33092 -0.20115 1.30085 1.30292 0.88303 0.69238 0.45255 2.02796
4.20000 -0.33279 -0.17289 1.31419 1.36538 0.95794 0.70733 0.49358 2.15885
4.21000 -0.33438 -0.14521 1.32815 1.42629 1.03575 0.72163 0.53841 2.29579
4.22000 -0.33570 -0.11819 1.34271 1.48563 1.11614 0.73524 0.58725 2.43863
4.23000 -0.33675 -0.09186 1.35786 1.54336 1.19876 0.74815 0.64031 2.58722
4.24000 -0.33754 -0.06628 1.37357 1.59946 1.28328 0.76033 0.69778 2.74139
4.25000 -0.33807 -0.04148 1.38984 1.65389 1.36933 0.77177 0.75988 2.90098
4.26000 -0.33837 -0.01749 1.40664 1.70662 1.45658 0.78244 0.82680 3.06583
4.27000 -0.33843 0.00566 1.42397 1.75763 1.54467 0.79235 0.89874 3.23576
4.28000 -0.33826 0.02797 1.44179 1.80689 1.63324 0.80148 0.97590 3.41062
4.29000 -0.33787 0.04941 1.46010 1.85437 1.72195 0.80981 1.05846 3.59022
4.30000 -0.33727 0.07000 1.47887 1.90004 1.81044 0.81735 1.14660 3.77438
4.31000 -0.33647 0.08972 1.49809 1.94388 1.89836 0.82409 1.24049 3.96294
4.32000 -0.33548 0.10858 1.51774 1.98585 1.98538 0.83003 1.34030 4.15571
4.33000 -0.33430 0.12660 1.53780 2.02594 2.07117 0.83517 1.44617 4.35251
4.34000 -0.33295 0.14378 1.55826 2.06411 2.15538 0.83950 1.55825 4.55314
4.35000 -0.33143 0.16014 1.57908 2.10035 2.23771 0.84304 1.67667 4.75742
4.36000 -0.32975 0.17570 1.60026 2.13462 2.31783 0.84579 1.80154 4.96516
4.37000 -0.32792 0.19047 1.62177 2.16691 2.39545 0.84775 1.93297 5.17617
4.38000 -0.32594 0.20449 1.64359 2.19718 2.47029 0.84893 2.07103 5.39025
4.39000 -0.32383 0.21777 1.66570 2.22543 2.54205 0.84933 2.21581 5.60719
4.40000 -0.32159 0.23034 1.68809 2.25162 2.61049 0.84898 2.36734 5.82681
4.41000 -0.31923 0.24222 1.71073 2.27574 2.67534 0.84787 2.52568 6.04889
4.42000 -0.31675 0.25345 1.73360 2.29776 2.73638 0.84602 2.69083 6.27324
4.43000 -0.31416 0.26405 1.75668 2.31768 2.79339 0.84345 2.86280 6.49964
4.44000 -0.31147 0.27404 1.77994 2.33547 2.84617 0.84016 3.04157 6.72790
4.45000 -0.30868 0.28345 1.80338 2.35112 2.89452 0.83617 3.22709 6.95779
4.46000 -0.30580 0.29232 1.82696 2.36461 2.93830 0.83150 3.41931 7.18911
4.47000 -0.30284 0.30066 1.85066 2.37594 2.97735 0.82616 3.61815 7.42166
4.48000 -0.29979 0.30850 1.87447 2.38509 3.01154 0.82016 3.82350 7.65520
4.49000 -0.29667 0.31588 1.89836 2.39206 3.04077 0.81353 4.03524 7.88954
4.50000 -0.29347 0.32281 1.92231 2.39684 3.06494 0.80628 4.25323 8.12445
4.51000 -0.29021 0.32931 1.94629 2.39942 3.08400 0.79842 4.47731 8.35973
4.52000 -0.28689 0.33542 1.97029 2.39980 3.09789 0.78998 4.70728 8.59515
4.53000 -0.28351 0.34116 1.99428 2.39797 3.10658 0.78098 4.94293 8.83050
4.54000 -0.28007 0.34654 2.01824 2.39395 3.11008 0.77143 5.18405 9.06556
4.55000 -0.27658 0.35159 2.04215 2.38773 3.10839 0.76136 5.43037 9.30012
4.56000 -0.27304 0.35634 2.06599 2.37931 3.10156 0.75078 5.68163 9.53396
4.57000 -0.26945 0.36079 2.08973 2.36871 3.08963 0.73971 5.93753 9.76687
4.58000 -0.26582 0.36498 2.11335 2.35593 3.07268 0.72817 6.19777 9.99863
4.59000 -0.26215 0.36891 2.13684 2.34099 3.05082 0.71619 6.46201 10.22903
4.60000 -0.25844 0.37261 2.16017 2.32388 3.02415 0.70379 6.72992 10.45786
4.61000 -0.25470 0.37610 2.18331 2.30464 2.99282 0.69098 7.00111 10.68491
4.62000 -0.25092 0.37938 2.20625 2.28327 2.95696 0.67779 7.27521 10.90996
4.63000 -0.24711 0.38248 2.22897 2.25980 2.91676 0.66424 7.55181 11.13282
4.64000 -0.24327 0.38541 2.25144 2.23425 2.87240 0.65035 7.83051 11.35327
4.65000 -0.23941 0.38818 2.27365 2.20663 2.82409 0.63615 8.11087 11.57111
4.66000 -0.23551 0.39080 2.29557 2.17698 2.77204 0.62165 8.39246 11.78614
4.67000 -0.23159 0.39330 2.31718 2.14533 2.71649 0.60688 8.67480 11.99817
4.68000 -0.22765 0.39568 2.33847 2.11169 2.65768 0.59185 8.95745 12.20699
4.69000 -0.22368 0.39795 2.35941 2.07610 2.59589 0.57660 9.23993 12.41242
4.70000 -0.21969 0.40012 2.37998 2.03860 2.53137 0.56115 9.52175 12.61426
4.71000 -0.21568 0.40220 2.40017 1.99923 2.46441 0.54551 9.80241 12.81233
4.72000 -0.21164 0.40421 2.41996 1.95800 2.39531 0.52971 10.08143 13.00645
4.73000 -0.20759 0.40616 2.43933 1.91498 2.32436 0.51377 10.35830 13.19643
4.74000 -0.20352 0.40804 2.45825 1.87019 2.25187 0.49772 10.63252 13.38211
4.75000 -0.19943 0.40987 2.47672 1.82368 2.17816 0.48157 10.90357 13.56331
4.76000 -0.19532 0.41167 2.49472 1.77549 2.10354 0.46536 11.17096 13.73986
4.77000 -0.19120 0.41342 2.51223 1.72567 2.02833 0.44910 11.43418 13.91160
4.78000 -0.18705 0.41515 2.52923 1.67427 1.95285 0.43281 11.69272 14.07838
4.79000 -0.18289 0.41686 2.54571 1.62134 1.87744 0.41652 11.94608 14.24005
4.80000 -0.17872 0.41855 2.56165 1.56692 1.80241 0.40026 12.19378 14.39644
4.81000 -0.17452 0.42023 2.57704 1.51108 1.72808 0.38403 12.43532 14.54743
4.82000 -0.17031 0.42191 2.59187 1.45385 1.65477 0.36787 12.67023 14.69287
4.83000 -0.16609 0.42360 2.60612 1.39531 1.58280 0.35180 12.89803 14.83263
4.84000 -0.16184 0.42529 2.61977 1.33550 1.51247 0.33584 13.11828 14.96659
4.85000 -0.15758 0.42700 2.63282 1.27449 1.44408 0.32001 13.33053 15.09462
4.86000 -0.15330 0.42872 2.64526 1.21233 1.37793 0.30433 13.53434 15.21661
4.87000 -0.14901 0.43046 2.65706 1.14908 1.31430 0.28883 13.72931 15.33244
4.88000 -0.14469 0.43224 2.66823 1.08481 1.25346 0.27352 13.91504 15.44202
4.89000 -0.14036 0.43404 2.67876 1.01958 1.19568 0.25843 14.09113 15.54525
4.90000 -0.13601 0.43588 2.68862 0.95344 1.14121 0.24358 14.25724 15.64203
4.91000 -0.13164 0.43775 2.69782 0.88648 1.09027 0.22899 14.41302 15.73229
4.92000 -0.12726 0.43967 2.70635 0.81874 1.04310 0.21468 14.55815 15.81593
4.93000 -0.12285 0.44163 2.71420 0.75031 0.99989 0.20067 14.69234 15.89290
4.94000 -0.11842 0.44365 2.72135 0.68123 0.96085 0.18698 14.81530 15.96312
4.95000 -0.11398 0.44571 2.72782 0.61160 0.92613 0.17363 14.92679 16.02654
4.96000 -0.10951 0.44783 2.73358 0.54146 0.89590 0.16063 15.02658 16.08310
4.97000 -0.10502 0.45001 2.73865 0.47089 0.87029 0.14802 15.11446 16.13276
4.98000 -0.10051 0.45224 2.74300 0.39996 0.84942 0.13580 15.19026 16.17548
4.99000 -0.09597 0.45455 2.74664 0.32874 0.83339 0.12400 15.25384 16.21123
5.00000 -0.09142 0.45691 2.74958 0.25730 0.82227 0.11263 15.30507 16.23997
5.01000 -0.08684 0.45935 2.75179 0.18571 0.81614 0.10171 15.34385 16.26170
5.02000 -0.08223 0.46186 2.75329 0.11404 0.81503 0.09126 15.37012 16.27641
5.03000 -0.07760 0.46444 2.75407 0.04236 0.81895 0.08130 15.38383 16.28408
5.04000 -0.07294 0.46710 2.75414 -0.02926 0.82790 0.07184 15.38498 16.28472
5.05000 -0.06826 0.46983 2.75349 -0.10074 0.84187 0.06290 15.37358 16.27834
5.06000 -0.06354 0.47264 2.75212 -0.17203 0.86081 0.05449 15.34967 16.26496
5.07000 -0.05880 0.47554 2.75005 -0.24305 0.88465 0.04663 15.31332 16.24460
5.08000 -0.05403 0.47852 2.74726 -0.31372 0.91332 0.03933 15.26463 16.21729
5.09000 -0.04923 0.48158 2.74377 -0.38398 0.94671 0.03261 15.20374 16.18306
5.10000 -0.04440 0.48473 2.73958 -0.45376 0.98470 0.02649 15.13077 16.14197
5.11000 -0.03954 0.48797 2.73470 -0.52299 1.02716 0.02097 15.04593 16.09405
5.12000 -0.03464 0.49130 2.72913 -0.59161 1.07391 0.01606 14.94940 16.03937
5.13000 -0.02971 0.49472 2.72287 -0.65954 1.12480 0.01179 14.84141 15.97800
5.14000 -0.02475 0.49824 2.71594 -0.72672 1.17961 0.00816 14.72223 15.91000
5.15000 -0.01975 0.50185 2.70834 -0.79308 1.23816 0.00518 14.59211 15.83544
5.16000 -0.01471 0.50555 2.70008 -0.85856 1.30020 0.00287 14.45136 15.75442
5.17000 -0.00963 0.50934 2.69117 -0.92309 1.36551 0.00123 14.30029 15.66703
5.18000 -0.00452 0.51324 2.68162 -0.98662 1.43382 0.00027 14.13925 15.57335
5.19000 0.00063 0.51723 2.67144 -1.04907 1.50489 0.00001 13.96859 15.47349
5.20000 0.00582 0.52132 2.66064 -1.11039 1.57842 0.00044 13.78869 15.36755
5.21000 0.01106 0.52550 2.64924 -1.17052 1.65414 0.00159 13.59993 15.25567
5.22000 0.01633 0.52978 2.63724 -1.22940 1.73176 0.00345 13.40273 15.13794
5.23000 0.02165 0.53417 2.62465 -1.28697 1.81095 0.00604 13.19751 15.01450
5.24000 0.02702 0.53864 2.61150 -1.34318 1.89143 0.00935 12.98470 14.88548
5.25000 0.03243 0.54322 2.59780 -1.39798 1.97286 0.01340 12.76475 14.75101
5.26000 0.03788 0.54789 2.58355 -1.45130 2.05494 0.01818 12.53812 14.61124
5.27000 0.04338 0.55265 2.56877 -1.50310 2.13734 0.02371 12.30527 14.46632
5.28000 0.04894 0.55751 2.55349 -1.55333 2.21973 0.02999 12.06667 14.31639
5.29000 0.05453 0.56246 2.53771 -1.60194 2.30179 0.03701 11.82281 14.16161
5.30000 0.06018 0.56750 2.52146 -1.64889 2.38319 0.04478 11.57417 14.00214
5.31000 0.06589 0.57262 2.50474 -1.69413 2.46361 0.05331 11.32123 13.83815
5.32000 0.07164 0.57783 2.48758 -1.73763 2.54273 0.06259 11.06449 13.66981
5.33000 0.07744 0.58312 2.46999 -1.77933 2.62024 0.07262 10.80442 13.49729
5.34000 0.08330 0.58849 2.45200 -1.81920 2.69583 0.08341 10.54153 13.32076
5.35000 0.08921 0.59393 2.43362 -1.85721 2.76919 0.09494 10.27629 13.14042
5.36000 0.09518 0.59943 2.41486 -1.89333 2.84004 0.10722 10.00918 12.95644
5.37000 0.10120 0.60500 2.39576 -1.92751 2.90808 0.12025 9.74068 12.76901
5.38000 0.10728 0.61063 2.37632 -1.95973 2.97304 0.13402 9.47127 12.57833
5.39000 0.11341 0.61630 2.35657 -1.98997 3.03467 0.14852 9.20139 12.38458
5.40000 0.11961 0.62202 2.33653 -2.01820 3.09270 0.16375 8.93151 12.18796
5.41000 0.12585 0.62777 2.31621 -2.04439 3.14690 0.17971 8.66206 11.98867
5.42000 0.13216 0.63355 2.29565 -2.06853 3.19705 0.19639 8.39348 11.78692
5.43000 0.13853 0.63934 2.27485 -2.09060 3.24294 0.21377 8.12618 11.58290
5.44000 0.14495 0.64514 2.25384 -2.11058 3.28438 0.23186 7.86058 11.37681
5.45000 0.15143 0.65093 2.23264 -2.12846 3.32119 0.25063 7.59705 11.16887
5.46000 0.15797 0.65670 2.21128 -2.14423 3.35322 0.27009 7.33597 10.95928
5.47000 0.16456 0.66244 2.18977 -2.15788 3.38032 0.29021 7.07771 10.74824
5.48000 0.17121 0.66813 2.16813 -2.16941 3.40237 0.31099 6.82261 10.53597
5.49000 0.17792 0.67375 2.14638 -2.17882 3.41928 0.33241 6.57099 10.32267
5.50000 0.18469 0.67930 2.12456 -2.18610 3.43095 0.35445 6.32315 10.10855
5.51000 0.19151 0.68475 2.10267 -2.19126 3.43732 0.37711 6.07940 9.89383
5.52000 0.19838 0.69008 2.08074 -2.19431 3.43835 0.40035 5.83999 9.67870
5.53000 0.20531 0.69527 2.05879 -2.19524 3.43401 0.42418 5.60519 9.46337
5.54000 0.21229 0.70029 2.03684 -2.19409 3.42430 0.44856 5.37521 9.24806
5.55000 0.21932 0.70514 2.01492 -2.19084 3.40922 0.47347 5.15027 9.03296
5.56000 0.22639 0.70977 1.99303 -2.18554 3.38882 0.49890 4.93056 8.81828
5.57000 0.23351 0.71416 1.97121 -2.17818 3.36315 0.52482 4.71626 8.60423
5.58000 0.24067 0.71829 1.94948 -2.16880 3.33227 0.55121 4.50751 8.39099
5.59000 0.24788 0.72213 1.92784 -2.15743 3.29628 0.57803 4.30446 8.17877
5.60000 0.25511 0.72564 1.90633 -2.14407 3.25530 0.60527 4.10720 7.96777
5.61000 0.26239 0.72879 1.88497 -2.12878 3.20943 0.63290 3.91584 7.75817
5.62000 0.26969 0.73155 1.86376 -2.11157 3.15884 0.66088 3.73044 7.55016
5.63000 0.27702 0.73388 1.84274 -2.09249 3.10368 0.68918 3.55107 7.34394
5.64000 0.28437 0.73575 1.82192 -2.07156 3.04413 0.71778 3.37777 7.13968
5.65000 0.29173 0.73712 1.80132 -2.04884 2.98038 0.74664 3.21054 6.93756
5.66000 0.29911 0.73795 1.78095 -2.02435 2.91263 0.77571 3.04941 6.73775
5.67000 0.30649 0.73820 1.76084 -1.99816 2.84111 0.80497 2.89435 6.54044
5.68000 0.31387 0.73783 1.74099 -1.97029 2.76605 0.83437 2.74535 6.34577
5.69000 0.32124 0.73679 1.72144 -1.94080 2.68769 0.86388 2.60234 6.15392
5.70000 0.32860 0.73505 1.70218 -1.90974 2.60629 0.89345 2.46529 5.96504
5.71000 0.33594 0.73257 1.68325 -1.87716 2.52211 0.92304 2.33412 5.77928
5.72000 0.34325 0.72929 1.66464 -1.84311 2.43543 0.95260 2.20875 5.59679
5.73000 0.35052 0.72518 1.64639 -1.80764 2.34653 0.98209 2.08909 5.41771
5.74000 0.35775 0.72020 1.62849 -1.77082 2.25568 1.01146 1.97503 5.24217
5.75000 0.36492 0.71431 1.61098 -1.73269 2.16320 1.04066 1.86646 5.07032
5.76000 0.37203 0.70746 1.59385 -1.69331 2.06937 1.06963 1.76326 4.90226
5.77000 0.37907 0.69961 1.57711 -1.65274 1.97449 1.09833 1.66530 4.73813
5.78000 0.38602 0.69074 1.56079 -1.61104 1.87888 1.12670 1.57245 4.57803
5.79000 0.39288 0.68079 1.54490 -1.56827 1.78282 1.15469 1.48456 4.42208
5.80000 0.39963 0.66975 1.52943 -1.52447 1.68663 1.18225 1.40149 4.27037
5.81000 0.40627 0.65757 1.51441 -1.47971 1.59061 1.20930 1.32309 4.12301
5.82000 0.41278 0.64424 1.49984 -1.43404 1.49507 1.23581 1.24920 3.98008
5.83000 0.41915 0.62973 1.48573 -1.38752 1.40029 1.26170 1.17968 3.84167
5.84000 0.42537 0.61401 1.47209 -1.34021 1.30658 1.28693 1.11436 3.70787
5.85000 0.43143 0.59708 1.45893 -1.29215 1.21423 1.31143 1.05309 3.57875
5.86000 0.43731 0.57893 1.44625 -1.24339 1.12352 1.33515 0.99571 3.45438
5.87000 0.44300 0.55954 1.43407 -1.19398 1.03473 1.35803 0.94206 3.33482
5.88000 0.44850 0.53892 1.42237 -1.14397 0.94813 1.38000 0.89200 3.22014
5.89000 0.45378 0.51707 1.41119 -1.09341 0.86399 1.40102 0.84538 3.11039
5.90000 0.45883 0.49400 1.40051 -1.04234 0.78256 1.42103 0.80203 3.00563
5.91000 0.46365 0.46973 1.39034 -0.99078 0.70409 1.43997 0.76184 2.90590
5.92000 0.46822 0.44429 1.38069 -0.93879 0.62881 1.45780 0.72464 2.81125
5.93000 0.47254 0.41770 1.37157 -0.88640 0.55696 1.47445 0.69031 2.72172
5.94000 0.47658 0.38999 1.36297 -0.83363 0.48874 1.48988 0.65873 2.63735
5.95000 0.48033 0.36122 1.35490 -0.78052 0.42437 1.50405 0.62976 2.55817
5.96000 0.48380 0.33142 1.34736 -0.72709 0.36403 1.51691 0.60329 2.48422
5.97000 0.48696 0.30066 1.34036 -0.67335 0.30790 1.52842 0.57921 2.41553
5.98000 0.48981 0.26899 1.33389 -0.61935 0.25616 1.53854 0.55742 2.35212
5.99000 0.49233 0.23648 1.32797 -0.56508 0.20896 1.54724 0.53782 2.29402
